Store,Year,Month,total_sales,moving_avg_3m
6,2011,9,6960197.58,6967316.71
6,2011,10,5705627.68,6222118.22
6,2011,11,6833798.54,6499874.6
6,2011,12,9869325.58,7469583.93
6,2012,1,5381449.24,7361524.45
6,2012,2,6214713.5,7155162.77
6,2012,3,7871777.22,6489313.32
6,2012,4,6368819.98,6818436.9
6,2012,5,6177965.85,6806187.68
6,2012,6,8287124.09,6944636.64
6,2012,7,6552092.78,7005727.57
6,2012,8,7837240.48,7558819.12
6,2012,9,5777978.98,6722437.41
6,2012,10,5845884.88,6487034.78
7,2010,2,2023674.14,2023674.14
7,2010,3,2061053.48,2042363.81
7,2010,4,2230043.44,2104923.69
7,2010,5,1606057.64,1965718.19
7,2010,6,2042623.05,1959574.71
7,2010,7,2899977.83,2182886.17
7,2010,8,2378701.98,2440434.29
7,2010,9,2045951.73,2441543.85
7,2010,10,2330553.05,2251735.59
7,2010,11,2305814.35,2227439.71
7,2010,12,3643627.46,2759998.29
7,2011,1,2243460.47,2730967.43
7,2011,2,2237009.21,2708032.38
7,2011,3,2304418.49,2261629.39
7,2011,4,2314366.59,2285264.76
7,2011,5,1702994.37,2107259.82
7,2011,6,2414430.64,2143930.53
7,2011,7,3450312.94,2522579.32
7,2011,8,2641213.98,2835319.19
7,2011,9,2789496.99,2960341.3
7,2011,10,2113856.5,2514855.82
7,2011,11,2609454.03,2504269.17
7,2011,12,3841626.31,2854978.95
7,2012,1,2426033.95,2959038.1
7,2012,2,2367863.41,2878507.89
7,2012,3,2998749.85,2597549.07
7,2012,4,2064014.02,2476875.76
7,2012,5,1926764.37,2329842.75
7,2012,6,3300080.88,2430286.42
7,2012,7,2872504.59,2699783.28
7,2012,8,3194898.04,3122494.5
7,2012,9,2195384.76,2754262.46
7,2012,10,2021262.6,2470515.13
8,2010,2,3810490.97,3810490.97
8,2010,3,3354290.23,3582390.6
8,2010,4,4342564.85,3835782.02
8,2010,5,3476533.57,3724462.88
8,2010,6,3557902.94,3792333.79
8,2010,7,4119065.06,3717833.86
8,2010,8,3520812.2,3732593.4
8,2010,9,3340894.6,3660257.29
8,2010,10,4168178.21,3676628.34
8,2010,11,3986106.52,3831726.44
8,2010,12,5527635.69,4560640.14
8,2011,1,3287636.78,4267126.33
8,2011,2,3923167.96,4246146.81
8,2011,3,3561911.22,3590905.32
8,2011,4,4529354.77,4004811.32
8,2011,5,3531210.05,3874158.68
8,2011,6,3613461.22,3891342.01
8,2011,7,4232558.45,3792409.91
8,2011,8,3556799.19,3800939.62
8,2011,9,4226210.71,4005189.45
8,2011,10,3575861.61,3786290.5
8,2011,11,3997099.58,3933057.3
8,2011,12,5477514.62,4350158.6
8,2012,1,3281908.34,4252174.18
8,2012,2,3973781.54,4244401.5
8,2012,3,4613717.4,3956469.09
8,2012,4,3708542.75,4098680.56
8,2012,5,3666440.43,3996233.53
8,2012,6,4544647.77,3973210.32
8,2012,7,3553755.1,3921614.43
8,2012,8,4636946.99,4245116.62
8,2012,9,3558250.61,3916317.57
8,2012,10,3695929.2,3963708.93
9,2010,2,2087284.2,2087284.2
9,2010,3,1972134.85,2029709.52
9,2010,4,2540761.94,2200060.33
9,2010,5,2083339.88,2198745.56
9,2010,6,2131114.29,2251738.7
9,2010,7,2419603.89,2211352.69
9,2010,8,2010828.47,2187182.22
9,2010,9,1912238.07,2114223.48
9,2010,10,2430655.45,2117907.33
9,2010,11,2326610.48,2223168.0
9,2010,12,3214648.24,2657304.72
9,2011,1,1866651.64,2469303.45
9,2011,2,2223984.06,2435094.65
9,2011,3,2072514.19,2054383.3
9,2011,4,2692736.65,2329744.97
9,2011,5,2156478.04,2307242.96
9,2011,6,2234497.68,2361237.46
9,2011,7,2548781.12,2313252.28
9,2011,8,2158647.43,2313975.41
9,2011,9,2589013.04,2432147.2
9,2011,10,2188955.34,2312205.27
9,2011,11,2549596.96,2442521.78
9,2011,12,3404113.5,2714221.93
9,2012,1,1957131.52,2636947.33
9,2012,2,2382247.85,2581164.29
9,2012,3,2870604.49,2403327.95
9,2012,4,2349659.87,2534170.74
9,2012,5,2297551.31,2505938.56
9,2012,6,2837723.93,2494978.37
9,2012,7,2125270.57,2420181.94
9,2012,8,2757521.41,2573505.3
9,2012,9,2139357.58,2340716.52
9,2012,10,2256961.05,2384613.35
10,2010,2,8489284.81,8489284.81
10,2010,3,7768843.74,8129064.28
10,2010,4,9626179.2,8628102.58
10,2010,5,7481720.32,8292247.75
10,2010,6,7364736.54,8157545.35
10,2010,7,9108079.77,7984845.54
10,2010,8,7622988.77,8031935.03
10,2010,9,6858654.21,7863240.92
10,2010,10,8603478.26,7695040.41
10,2010,11,8617237.06,8026456.51
10,2010,12,12930999.53,10050571.62
10,2011,1,6818438.72,9455558.44
10,2011,2,8158385.48,9302607.91
10,2011,3,7592005.5,7522943.23
10,2011,4,9358698.61,8369696.53
10,2011,5,7018273.82,7989659.31
10,2011,6,7062021.88,7812998.1
10,2011,7,8746330.47,7608875.39
10,2011,8,7486946.36,7765099.57
10,2011,9,8393679.31,8208985.38
10,2011,10,7010702.15,7630442.61
10,2011,11,8800295.92,8068225.79
10,2011,12,12471116.52,9427371.53
10,2012,1,6702933.45,9324781.96
10,2012,2,8294124.31,9156058.09
10,2012,3,9491886.89,8162981.55
10,2012,4,7628225.77,8471412.32
10,2012,5,7239801.55,8119971.4
10,2012,6,8882341.85,7916789.72
10,2012,7,7259142.39,7793761.93
10,2012,8,9062944.12,8401476.12
10,2012,9,6715172.25,7679086.25
10,2012,10,6952044.36,7576720.24
11,2010,2,5942396.07,5942396.07
11,2010,3,5368337.08,5655366.58
11,2010,4,6763295.37,6024676.17
11,2010,5,5115045.05,5748892.5
11,2010,6,5334441.04,5737593.82
11,2010,7,6367935.07,5605807.05
11,2010,8,5495429.46,5732601.86
11,2010,9,4921122.29,5594828.94
11,2010,10,6015834.31,5477462.02
11,2010,11,5664023.81,5533660.14
11,2010,12,8267278.68,6649045.6
11,2011,1,4661550.1,6197617.53
11,2011,2,5720529.46,6216452.75
11,2011,3,5335605.23,5239228.26
11,2011,4,6644689.4,5900274.7
11,2011,5,5065756.32,5682016.98
11,2011,6,5250358.33,5653601.35
11,2011,7,6402161.86,5572758.84
11,2011,8,5546263.86,5732928.02
11,2011,9,6244339.35,6064255.02
11,2011,10,5268451.65,5686351.62
11,2011,11,5988386.18,5833725.73
11,2011,12,8395491.15,6550776.33
11,2012,1,4918601.28,6434159.54
11,2012,2,5900100.91,6404731.11
11,2012,3,6894348.12,5904350.1
11,2012,4,5620672.3,6138373.78
11,2012,5,5320176.47,5945065.63
11,2012,6,6846523.18,5929123.98
11,2012,7,5398248.28,5854982.64
11,2012,8,6992010.0,6412260.49
11,2012,9,5125823.16,5838693.81
11,2012,10,5167561.98,5761798.38
12,2010,2,4361948.52,4361948.52
12,2010,3,4016316.65,4189132.58
12,2010,4,4959112.35,4445792.51
12,2010,5,3923120.96,4299516.65
12,2010,6,3979615.96,4287283.09
12,2010,7,4637818.27,4180185.06
12,2010,8,3848805.15,4155413.13
12,2010,9,3683679.53,4056767.65
12,2010,10,4444869.94,3992451.54
12,2010,11,4368037.06,4165528.84
12,2010,12,6147059.47,4986655.49
12,2011,1,3397346.6,4637481.04
12,2011,2,4307178.56,4617194.88
12,2011,3,4046530.16,3917018.44
12,2011,4,5005762.88,4453157.2
12,2011,5,3886655.48,4312982.84
12,2011,6,3951054.31,4281157.56
12,2011,7,4654491.69,4164067.16
12,2011,8,3929036.91,4178194.3
12,2011,9,4602286.44,4395271.68
12,2011,10,3808375.63,4113232.99
12,2011,11,4709598.08,4373420.05
12,2011,12,6283683.83,4933885.85
12,2012,1,3555417.84,4849566.58
12,2012,2,4610182.37,4816428.01
12,2012,3,5420146.14,4528582.12
12,2012,4,4223316.24,4751214.92
12,2012,5,4127429.17,4590297.18
12,2012,6,5011643.17,4454129.53
12,2012,7,3833729.79,4324267.38
12,2012,8,5058405.13,4634592.7
12,2012,9,3644189.45,4178774.79
12,2012,10,3850386.42,4184327.0
13,2010,2,7786278.95,7786278.95
13,2010,3,7542558.24,7664418.6
13,2010,4,9555618.05,8294818.41
13,2010,5,7626768.36,8241648.22
13,2010,6,8034361.74,8405582.72
13,2010,7,9546628.09,8402586.06
13,2010,8,7752389.9,8444459.91
13,2010,9,7179931.35,8159649.78
13,2010,10,9173784.27,8035368.51
13,2010,11,8486726.25,8280147.29
13,2010,12,12587690.25,10082733.59
13,2011,1,6830701.19,9301705.9
13,2011,2,7628040.02,9015477.15
13,2011,3,7407382.47,7288707.89
13,2011,4,9722597.18,8252673.22
13,2011,5,7672497.44,8267492.36
13,2011,6,8029007.42,8474700.68
13,2011,7,9894423.48,8531976.11
13,2011,8,8172158.7,8698529.87
13,2011,9,9432867.6,9166483.26
13,2011,10,7919169.71,8508065.34
13,2011,11,9028403.75,8793480.35
13,2011,12,12800264.37,9915945.94
13,2012,1,7206304.72,9678324.28
13,2012,2,8141310.4,9382626.5
13,2012,3,9835175.47,8394263.53
13,2012,4,8255063.39,8743849.75
13,2012,5,8252008.64,8780749.17
13,2012,6,10502135.11,9003069.05
13,2012,7,8155251.19,8969798.31
13,2012,8,10314251.0,9657212.43
13,2012,9,7951757.11,8807086.43
13,2012,10,8094197.99,8786735.37
14,2010,2,8627837.12,8627837.12
14,2010,3,8510195.38,8569016.25
14,2010,4,11096700.43,9411577.64
14,2010,5,8835226.91,9480707.57
14,2010,6,9107997.01,9679974.78
14,2010,7,10800283.49,9581169.14
14,2010,8,8350268.69,9419516.4
14,2010,9,8207762.4,9119438.19
14,2010,10,9800918.92,8786316.67
14,2010,11,9060778.82,9023153.38
14,2010,12,13064273.21,10641990.32
14,2011,1,6920749.25,9681933.76
14,2011,2,7871037.45,9285353.3
14,2011,3,7784262.93,7525349.88
14,2011,4,10068949.32,8574749.9
14,2011,5,8140592.27,8664601.51
14,2011,6,8363952.33,8857831.31
14,2011,7,9844705.9,8783083.5
14,2011,8,8165139.12,8791265.78
14,2011,9,9499817.19,9169887.4
14,2011,10,8035518.22,8566824.84
14,2011,11,8910303.89,8815213.1
14,2011,12,12491242.83,9812354.98
14,2012,1,6939868.82,9447138.51
14,2012,2,7850257.75,9093789.8
14,2012,3,9686365.52,8158830.7
14,2012,4,7948648.34,8495090.54
14,2012,5,7899988.12,8511667.33
14,2012,6,9306898.95,8385178.47
14,2012,7,6439316.12,7882067.73
14,2012,8,8201073.31,7982429.46
14,2012,9,6547171.22,7062520.22
14,2012,10,6621810.11,7123351.55
15,2010,2,2560291.49,2560291.49
15,2010,3,2395321.18,2477806.33
15,2010,4,3208173.84,2721262.17
15,2010,5,2617105.06,2740200.03
15,2010,6,2637053.35,2820777.42
15,2010,7,3251815.91,2835324.77
15,2010,8,2548969.91,2812613.06
15,2010,9,2412365.75,2737717.19
15,2010,10,2934258.23,2631864.63
15,2010,11,2960847.11,2769157.03
15,2010,12,4497326.48,3464143.94
15,2011,1,1957495.6,3138556.4
15,2011,2,2336972.79,2930598.29
15,2011,3,2189353.04,2161273.81
15,2011,4,2953700.89,2493342.24
15,2011,5,2491140.72,2544731.55
15,2011,6,2634599.8,2693147.14
15,2011,7,3118888.66,2748209.73
15,2011,8,2403699.73,2719062.73
15,2011,9,2868673.7,2797087.36
15,2011,10,2309531.4,2527301.61
15,2011,11,2898406.21,2692203.77
15,2011,12,4120162.36,3109366.66
15,2012,1,1929038.55,2982535.71
15,2012,2,2311689.75,2786963.55
15,2012,3,2780053.67,2340260.66
15,2012,4,2280718.68,2457487.37
15,2012,5,2451239.73,2504004.03
15,2012,6,3223284.66,2651747.69
15,2012,7,2432920.3,2702481.56
15,2012,8,2977327.54,2877844.17
15,2012,9,2201833.19,2537360.34
15,2012,10,2239424.64,2472861.79
16,2010,2,1862564.45,1862564.45
16,2010,3,1877060.14,1869812.29
16,2010,4,2104681.96,1948102.18
16,2010,5,1719718.63,1900486.91
16,2010,6,2138587.93,1987662.84
16,2010,7,2962456.29,2273587.62
16,2010,8,2233221.9,2444755.37
16,2010,9,2112986.3,2436221.5
16,2010,10,2395280.45,2247162.88
16,2010,11,2011010.23,2173092.33
16,2010,12,3311064.31,2572451.66
16,2011,1,1955191.67,2425755.4
16,2011,2,1912451.47,2392902.48
16,2011,3,1904986.59,1924209.91
16,2011,4,2073588.16,1963675.41
16,2011,5,1714328.04,1897634.26
16,2011,6,2282683.63,2023533.28
16,2011,7,2994354.16,2330455.28
16,2011,8,2268808.23,2515282.01
16,2011,9,2649441.26,2637534.55
16,2011,10,2047190.36,2321813.28
16,2011,11,2217017.3,2304549.64
16,2011,12,3401326.62,2555178.09
16,2012,1,2001427.1,2539923.67
16,2012,2,1939461.86,2447405.19
16,2012,3,2459590.76,2133493.24
16,2012,4,1788085.19,2062379.27
16,2012,5,1918366.18,2055347.38
16,2012,6,2857884.61,2188111.99
16,2012,7,2315404.0,2363884.93
16,2012,8,2762923.61,2645404.07
16,2012,9,2043214.03,2373847.21
16,2012,10,2016067.98,2274068.54
17,2010,2,3181251.48,3181251.48
17,2010,3,3092394.03,3136822.75
17,2010,4,4162077.51,3478574.34
17,2010,5,3357048.86,3537173.47
17,2010,6,3494146.79,3671091.05
17,2010,7,4399404.76,3750200.14
17,2010,8,3141809.94,3678453.83
17,2010,9,3759402.55,3766872.42
17,2010,10,4172277.66,3691163.38
17,2010,11,3461595.78,3797758.66
17,2010,12,4883511.08,4172461.51
17,2011,1,3333721.56,3892942.81
17,2011,2,3258033.95,3825088.86
17,2011,3,3155445.26,3249066.92
17,2011,4,4300747.64,3571408.95
17,2011,5,3489257.76,3648483.55
17,2011,6,3591617.59,3793874.33
17,2011,7,4519285.43,3866720.26
17,2011,8,3301918.54,3804273.85
17,2011,9,4824123.56,4215109.18
17,2011,10,3615938.18,3913993.43
17,2011,11,3945841.42,4128634.39
17,2011,12,5055908.87,4205896.16
17,2012,1,3650476.16,4217408.82
17,2012,2,3515967.63,4074117.55
17,2012,3,4293771.22,3820071.67
17,2012,4,3909874.57,3906537.81
17,2012,5,3827919.36,4010521.72
17,2012,6,4854607.0,4197466.98
17,2012,7,3859720.5,4180748.95
17,2012,8,4362039.52,4358789.01
17,2012,9,4237693.03,4153151.02
17,2012,10,3773309.64,4124347.4
18,2010,2,4612009.07,4612009.07
18,2010,3,4498750.38,4555379.72
18,2010,4,5757012.72,4955924.06
18,2010,5,4672776.11,4976179.74
18,2010,6,4849042.67,5092943.83
18,2010,7,5656300.22,5059373.0
18,2010,8,4607004.06,5037448.98
18,2010,9,4147422.02,4803575.43
18,2010,10,5176725.28,4643717.12
18,2010,11,4870334.79,4731494.03
18,2010,12,7131039.98,5726033.35
18,2011,1,3451824.98,5151066.58
18,2011,2,4278936.7,4953933.89
18,2011,3,3956437.76,3895733.15
18,2011,4,5024756.64,4420043.7
18,2011,5,4118424.92,4366539.77
18,2011,6,4324456.24,4489212.6
18,2011,7,5056181.11,4499687.42
18,2011,8,4011863.47,4464166.94
18,2011,9,4038609.17,4368884.58
18,2011,10,4128130.3,4059534.31
18,2011,11,4861719.86,4342819.78
18,2011,12,6966398.96,5318749.71
18,2012,1,3630523.31,5152880.71
18,2012,2,4365234.47,4987385.58
18,2012,3,5194352.31,4396703.36
18,2012,4,4186258.83,4581948.54
18,2012,5,4246352.16,4542321.1
18,2012,6,5463583.66,4632064.88
18,2012,7,4141082.05,4617005.96
18,2012,8,5330443.03,4978369.58
18,2012,9,4018240.19,4496588.42
18,2012,10,4342506.79,4563730.0
19,2010,2,5933433.29,5933433.29
19,2010,3,5723697.57,5828565.43
19,2010,4,7454797.16,6370642.67
19,2010,5,6030138.01,6402877.58
19,2010,6,5837419.14,6440784.77
19,2010,7,7277156.61,6381571.25
19,2010,8,5887359.32,6333978.36
19,2010,9,5920105.92,6361540.62
19,2010,10,6939465.84,6248977.03
19,2010,11,6296576.04,6385382.6
19,2010,12,9280379.74,7505473.87
19,2011,1,4902533.85,6826496.54
19,2011,2,5555341.85,6579418.48
19,2011,3,5309557.18,5255810.96
19,2011,4,6929481.69,5931460.24
19,2011,5,5624884.42,5954641.1
19,2011,6,5784578.7,6112981.6
19,2011,7,6995697.34,6135053.49
19,2011,8,5709459.93,6163245.32
19,2011,9,7173430.32,6626195.86
19,2011,10,5552099.86,6144996.7
19,2011,11,6368850.92,6364793.7
19,2011,12,8935984.12,6952311.63
19,2012,1,4965497.09,6756777.38
19,2012,2,5621998.68,6507826.63
19,2012,3,6650036.51,5745844.09
19,2012,4,5537820.64,5936618.61
19,2012,5,5700358.04,5962738.4
19,2012,6,7129121.56,6122433.41
19,2012,7,5445450.14,6091643.25
19,2012,8,7213506.17,6596025.96
19,2012,9,5544598.54,6067851.62
19,2012,10,5404045.91,6054050.21
20,2010,2,8570247.08,8570247.08
20,2010,3,7976779.94,8273513.51
20,2010,4,10196891.7,8914639.57
20,2010,5,8130135.85,8767935.83
20,2010,6,8369148.64,8898725.4
20,2010,7,10139247.27,8879510.59
20,2010,8,7902943.96,8803779.96
20,2010,9,7874563.63,8638918.29
20,2010,10,9730556.14,8502687.91
20,2010,11,9288774.87,8964631.55
20,2010,12,13553791.64,10857707.55
20,2011,1,7270688.3,10037751.6
20,2011,2,8759755.97,9861411.97
20,2011,3,7890737.23,7973727.17
20,2011,4,10208105.81,8952866.34
20,2011,5,8025436.2,8708093.08
20,2011,6,8333326.32,8855622.78
20,2011,7,10026174.71,8794979.08
20,2011,8,8165195.16,8841565.4
20,2011,9,10005245.96,9398871.94
20,2011,10,8315753.89,8828731.67
20,2011,11,9630249.52,9317083.12
20,2011,12,13206333.29,10384112.23
20,2012,1,7530005.03,10122195.95
20,2012,2,9021364.19,9919234.17
20,2012,3,10420238.57,8990535.93
20,2012,4,8381587.75,9274396.84
20,2012,5,8485819.26,9095881.86
20,2012,6,10656790.31,9174732.44
20,2012,7,8374464.81,9172358.13
20,2012,8,10351645.31,9794300.14
20,2012,9,8165416.86,8963842.33
20,2012,10,8440377.29,8985813.15
21,2010,2,3224795.81,3224795.81
21,2010,3,2873324.74,3049060.28
21,2010,4,3620185.31,3239435.29
21,2010,5,2977105.28,3156871.78
21,2010,6,3145271.07,3247520.55
21,2010,7,3662946.43,3261774.26
21,2010,8,3237624.22,3348613.91
21,2010,9,2757857.53,3219476.06
21,2010,10,3493575.03,3163018.93
21,2010,11,3457602.64,3236345.07
21,2010,12,5180820.21,4043999.29
21,2011,1,2593761.21,3744061.35
21,2011,2,3021142.52,3598574.65
21,2011,3,3107037.94,2907313.89
21,2011,4,3829782.07,3319320.84
21,2011,5,2962361.4,3299727.14
21,2011,6,3162795.88,3318313.12
21,2011,7,3782707.46,3302621.58
21,2011,8,3237222.29,3394241.88
21,2011,9,3346957.06,3455628.94
21,2011,10,2802679.96,3128953.1
21,2011,11,3481005.73,3210214.25
21,2011,12,4907430.42,3730372.04
21,2012,1,2533800.02,3640745.39
21,2012,2,3033140.81,3491457.08
21,2012,3,3741366.85,3102769.23
21,2012,4,2940964.11,3238490.59
21,2012,5,2771036.26,3151122.41
21,2012,6,3582595.98,3098198.78
21,2012,7,2730135.42,3027922.55
21,2012,8,3711892.87,3341541.42
21,2012,9,2585571.03,3009199.77
21,2012,10,2621383.36,2972949.09
22,2010,2,3943817.71,3943817.71
22,2010,3,3954608.82,3949213.26
22,2010,4,5158758.26,4352394.93
22,2010,5,4110276.9,4407881.33
22,2010,6,4304651.18,4524562.11
22,2010,7,5146203.8,4520377.29
22,2010,8,4101889.97,4517581.65
22,2010,9,3819775.5,4355956.42
22,2010,10,4862205.04,4261290.17
22,2010,11,4600985.5,4427655.35
22,2010,12,6862107.73,5441766.09
22,2011,1,3335860.39,4932984.54
22,2011,2,3842477.6,4680148.57
22,2011,3,3801895.89,3660077.96
22,2011,4,5008107.8,4217493.76
22,2011,5,4025510.97,4278504.89
22,2011,6,4241077.22,4424898.66
22,2011,7,4966138.39,4410908.86
22,2011,8,4129832.38,4445682.66
22,2011,9,4707766.86,4601245.88
22,2011,10,4018692.89,4285430.71
22,2011,11,4701752.81,4476070.85
22,2011,12,6775598.73,5165348.14
22,2012,1,3434282.44,4970544.66
22,2012,2,3910644.18,4706841.78
22,2012,3,4891318.0,4078748.21
22,2012,4,4059490.71,4287150.96
22,2012,5,4036861.34,4329223.35
22,2012,6,5391542.01,4495964.69
22,2012,7,3986848.1,4471750.48
22,2012,8,5045521.49,4807970.53
22,2012,9,3812770.12,4281713.24
22,2012,10,4086377.84,4314889.82
23,2010,2,5263911.35,5263911.35
23,2010,3,5258969.01,5261440.18
23,2010,4,6684323.64,5735734.67
23,2010,5,5567190.21,5836827.62
23,2010,6,5876781.38,6042765.08
23,2010,7,7033181.07,6159050.89
23,2010,8,5787883.45,6232615.3
23,2010,9,4936150.31,5919071.61
